business_id,name,address,hours,is_open,categories,city,state,postal_code,review_count,stars,latitude,longitude,attributes,user_id,review_id,text,date1,reviewstars,Overall_review
3EuEKK7jlcVwhU_4D7Kmkw,The Yoga Oasis,2400 Park Rd,"['Monday 9:0-20:30', 'Tuesday 9:0-20:30', 'Wednesday 9:0-20:30', 'Thursday 9:0-20:30', 'Friday 9:0-19:30', 'Saturday 9:0-17:30', 'Sunday 10:30-17:30']",1,"['Fitness & Instruction', 'Yoga', 'Health & Medical', 'Active Life', 'Pilates']",Charlotte,NC,28203,23,4,35.19850159,-80.8526535,['GoodForKids: False'],Z6OQe23EBIaUwPtwL3dcrA,mJ5mxvYodQ4uv5ZC8xtSdg,"I crossfit and sometimes I get sore muscles. I decided to attend a Hot Yoga class to stretch out my sore muscles.  I have no experience with a yoga as a side note.  I was a bit tardy, but jumped right in anyway.  The instructors directions were easy to follow and there was reasonable space in the room. The facility is clean and non intimidating.  The room was blazin (hence ""HotYoga) so I was drenched.  My thigh muscles evened out very well during the session, and I discovered my shoulders are a bit tight. I was able to work on that as well. All in all, I was pleased with the facility and the class.  This was a great experience. I would recommend the novice or beginner use this facility. I will definitely return on a weekly basis.  My muscles feel absolutely great.",2/3/2014,5,P
3EuEKK7jlcVwhU_4D7Kmkw,The Yoga Oasis,2400 Park Rd,"['Monday 9:0-20:30', 'Tuesday 9:0-20:30', 'Wednesday 9:0-20:30', 'Thursday 9:0-20:30', 'Friday 9:0-19:30', 'Saturday 9:0-17:30', 'Sunday 10:30-17:30']",1,"['Fitness & Instruction', 'Yoga', 'Health & Medical', 'Active Life', 'Pilates']",Charlotte,NC,28203,23,4,35.19850159,-80.8526535,['GoodForKids: False'],K8BZnrt0Cy_r-CL_mDgwFg,YryBXVKwnCbVlnkpwhoosg,"I love this yoga studio! When trying to get my boyfriend into yoga, I brought him here to start out. The instructors were so helpful and now he's an avid yogi! I've tried other hot yoga studios in Charlotte and this one is hands down the best!",3/29/2014,5,P
3EuEKK7jlcVwhU_4D7Kmkw,The Yoga Oasis,2400 Park Rd,"['Monday 9:0-20:30', 'Tuesday 9:0-20:30', 'Wednesday 9:0-20:30', 'Thursday 9:0-20:30', 'Friday 9:0-19:30', 'Saturday 9:0-17:30', 'Sunday 10:30-17:30']",1,"['Fitness & Instruction', 'Yoga', 'Health & Medical', 'Active Life', 'Pilates']",Charlotte,NC,28203,23,4,35.19850159,-80.8526535,['GoodForKids: False'],KJPqTI7X0CRaB3ZJGvC8Jw,cnA8Qt-MiA09zSpF59veSg,"I travel all over and this is a great studio!  Largest room I have ever been in for Bikram, changing and other facilities are awesome.  Little light on the accessory rental options like mats and towels which makes it tough for travellers.  The owner and 2 other instructors I have had there are great, demoing poses and talking in detail about others.  If you want a Bikram experience in CLT then this is a good studio and I couldn't find any other true Bikram options.",7/2/2012,5,P
3EuEKK7jlcVwhU_4D7Kmkw,The Yoga Oasis,2400 Park Rd,"['Monday 9:0-20:30', 'Tuesday 9:0-20:30', 'Wednesday 9:0-20:30', 'Thursday 9:0-20:30', 'Friday 9:0-19:30', 'Saturday 9:0-17:30', 'Sunday 10:30-17:30']",1,"['Fitness & Instruction', 'Yoga', 'Health & Medical', 'Active Life', 'Pilates']",Charlotte,NC,28203,23,4,35.19850159,-80.8526535,['GoodForKids: False'],-5W2xuWQBxc16pkPasBxZw,wGcvS9IcS7bm_lkEN-JTvQ,"I took the Hot Detox Flow class, which was neither hot nor detoxifying. I'm not sure this type of class should even be called yoga, perhaps yoga-inspired aerobics is more appropriate. The teacher practiced the entire time at the front of the room (it can't be a good idea to teach a room full of beginners tripod headstand while doing it yourself and not paying attention to any of the students). And references to breath or breathing were a bare minimum while an alt-rock, folk, soft pop playlist hummed in the background. On the positive side, the sequencing was good and it was a decent workout.",2/11/2012,2,P
3EuEKK7jlcVwhU_4D7Kmkw,The Yoga Oasis,2400 Park Rd,"['Monday 9:0-20:30', 'Tuesday 9:0-20:30', 'Wednesday 9:0-20:30', 'Thursday 9:0-20:30', 'Friday 9:0-19:30', 'Saturday 9:0-17:30', 'Sunday 10:30-17:30']",1,"['Fitness & Instruction', 'Yoga', 'Health & Medical', 'Active Life', 'Pilates']",Charlotte,NC,28203,23,4,35.19850159,-80.8526535,['GoodForKids: False'],UPfJB0fePwr6Hk6UCHKztA,dW9dOHpUeM-33uk98YkRRg,"Very good studio if you are looking for bikram or yin! The instructors are all bikram certified. I haven't found another in charlotte that is! Elaine is wonderful and she really guides you if you are new to yoga as my daughter and i are. The only con is the hours could be a better, not very extensive class schedule. Thats why i gave them 4 stars. But i have taken a few classes there and have to say i really like it.",2/20/2013,4,P
3EuEKK7jlcVwhU_4D7Kmkw,The Yoga Oasis,2400 Park Rd,"['Monday 9:0-20:30', 'Tuesday 9:0-20:30', 'Wednesday 9:0-20:30', 'Thursday 9:0-20:30', 'Friday 9:0-19:30', 'Saturday 9:0-17:30', 'Sunday 10:30-17:30']",1,"['Fitness & Instruction', 'Yoga', 'Health & Medical', 'Active Life', 'Pilates']",Charlotte,NC,28203,23,4,35.19850159,-80.8526535,['GoodForKids: False'],Yaltx7RLH8w62Ax_b5wuhQ,h5XtiezEtBcaUt-bYb1HmQ,"I am relatively new to yoga, so I cannot comment on the Birkam yoga  specifically.  But what I can tell you is that the two long deep stretch classes I took have been great.  The instructors, who also run the front desk are very welcoming and friendly.  On my first visit I was given a brief tour and felt very comfortable - the instructor did this even though she was running the front desk.  Very nice and my hips were very loose afterwards!",5/31/2013,4,P
3EuEKK7jlcVwhU_4D7Kmkw,The Yoga Oasis,2400 Park Rd,"['Monday 9:0-20:30', 'Tuesday 9:0-20:30', 'Wednesday 9:0-20:30', 'Thursday 9:0-20:30', 'Friday 9:0-19:30', 'Saturday 9:0-17:30', 'Sunday 10:30-17:30']",1,"['Fitness & Instruction', 'Yoga', 'Health & Medical', 'Active Life', 'Pilates']",Charlotte,NC,28203,23,4,35.19850159,-80.8526535,['GoodForKids: False'],K0CEAOe8yd5YIpcxSsUKwQ,W9roPHhDaTsXCR7-6iMwrw,I have been practicing there there for 12 years!!! Love the class offerings and the teachers!,2/17/2016,5,P
3EuEKK7jlcVwhU_4D7Kmkw,The Yoga Oasis,2400 Park Rd,"['Monday 9:0-20:30', 'Tuesday 9:0-20:30', 'Wednesday 9:0-20:30', 'Thursday 9:0-20:30', 'Friday 9:0-19:30', 'Saturday 9:0-17:30', 'Sunday 10:30-17:30']",1,"['Fitness & Instruction', 'Yoga', 'Health & Medical', 'Active Life', 'Pilates']",Charlotte,NC,28203,23,4,35.19850159,-80.8526535,['GoodForKids: False'],H6mphWwDelKpaLNgXe6m9A,OlhKaaV6GKfO1vConyaPsg,"I've tried several yoga studios in the Charlotte area, and Yoga Oasis is my favorite of them all. They offer both heated and non-heated classes, and the instructors are extremely helpful and they ""get it"". The environment isn't competitive, and I have always felt comfortable, even as a novice. The studio is clean, including the changing rooms, and showers are available. Lee, the owner, is amazing and is genuinely passionate about helping everyone reach their goals and improve their overall health. Give it a try!",6/14/2015,5,P
3EuEKK7jlcVwhU_4D7Kmkw,The Yoga Oasis,2400 Park Rd,"['Monday 9:0-20:30', 'Tuesday 9:0-20:30', 'Wednesday 9:0-20:30', 'Thursday 9:0-20:30', 'Friday 9:0-19:30', 'Saturday 9:0-17:30', 'Sunday 10:30-17:30']",1,"['Fitness & Instruction', 'Yoga', 'Health & Medical', 'Active Life', 'Pilates']",Charlotte,NC,28203,23,4,35.19850159,-80.8526535,['GoodForKids: False'],TyA_1wJ_irey_D46gfdppg,EMB7a4aPvD25NtjtTNi1A,"This is the spot in the Queen City for hot yoga.  I'm generally not a fan of hot yoga because I believe heat should be gained internally by breath throughout your practice. Not forced. However, I feel the instructors here are very well educated on heat and what the body can take and cater their sequences accordingly. All levels friendly and the rates are as good as it gets. No heat headaches for me from here. You come out feeling greatly detoxed.",2/4/2014,4,P
0vytvfym7q8f85jeOvgr5Q,Natural Motion,"2990 S Power Rd, Ste 1176","['Monday 9:0-17:0', 'Tuesday 9:0-17:0', 'Wednesday 9:0-17:0', 'Thursday 9:0-17:0', 'Friday 9:0-17:0']",1,"['Chiropractors', 'Health & Medical']",Mesa,AZ,85212,3,5,33.36216354,-111.6900787,"['ByAppointmentOnly: True', 'AcceptsInsurance: False', 'BusinessAcceptsCreditCards: True']",YIPMZOMB5BcliLqTWgGh9A,RV_VwBvpCrF9yqhiCFejOQ,"Jason is the myopractor to go to! Having been to multiple chiropractors/myopractors previously, I've experienced good ones and bad ones. I feel that Jason deserves a five star review because he literally fixed my issues either two treatments ""my left knee and lower back"" and I don't feel like I'm in pain the entire day like ""I've had bad experiences before with chiropractors/myopractors before"". These injuries/issues that I've dealt with came from doing sports in college and not getting adjusted. He's been able to answer my questions, gives me homework ""proper stretches"" to do also. I go every two weeks and I really really recommend him to anyone experiencing joint or muscle pain ... Plus it's extremely affordable in my opinion.",12/28/2013,5,P
